1186462012,4280412325,986897681
3524987271,3363556390,2740103957
903346041,2727302537,1987413349
3761450861,4133998223,373104180
3797637010,3092460140,888585363
2617618469,3454672011,4059476877
1379085061,2289957947,2104025698
1465363270,2894767573,1684045263
1003994994,810087214,1844099505
631802472,3370924835,1680990100
2099416579,3603763085,493877862
2330300575,2442322789,659877833
2629514481,3667501810,136178584
3185421364,2474908215,1269555407
2918595346,764027953,4189813614
785002460,3791763129,2161886964
2893786449,2600384961,1153070271
636999881,2333630642,1389878844
3662306915,1519571195,3844883531
1351115204,943544736,2378134639
2657636241,3952525190,178478661
2350340476,1783429165,2930113508
1272478700,1885533337,3669241707
2240336479,4078859408,3554810375
1555034636,2078654238,1797951150
2267270598,2360645566,803859196
1967853023,3200600100,2201654947
4264852714,799558421,3160375235
2427373594,370112393,1745063318
353301691,1525774551,1934002536
1022253466,3719756776,3961549059
2779216367,2740097930,3100160592
621914990,2793092193,2182783516
3951891537,3521744143,550438616
3984279639,859275411,3043557695
3674761048,1234503024,3036001529
2084724610,959133586,530097979
949107845,2563321141,960972194
2937746636,40620815,3153551401
3970151407,2134492013,3744713864
3660607174,27384911,1215248513
229105491,1424066665,1810010625
1202383448,1308263519,3229229064
3383616812,4163873520,2923119965
796320017,334226977,2214229700
1459327373,3710492461,445503373
3688430172,4144035114,3208305408
1591183249,3011126352,1551162053
101069979,2833276511,3711824819
529571733,1541814976,268410418
256915874,3702864731,1061855505
3094744618,2148952085,4102233137
3339974093,2949893985,3689722329
2834995491,1822708929,3234632813
3652044829,3137500690,2511063820
3245671020,3070375075,3832000762
1271780385,3300893244,2216407467
2971182627,230140657,3056494108
4099644451,2392476895,2993396887
3883085656,2790601370,1807017688
788580660,2288186769,3073052762
592368416,2868005024,4281378951
3156531836,617095268,673028485
3616390999,3479072102,3830234422
980362080,1172925135,2922288738
1499654876,1582253561,3356636796
3507801808,3953834864,926708867
3071992680,2796029918,2975224881
1797290499,2644132276,3927316263
1247373931,3710314497,3949044343
1556401396,2506040890,2626269570
549364949,1654437717,1487848262
3572196071,3665677838,115720786
2764399800,1212793748,140102386
1334957512,3899128462,3259511190
605096766,1769702617,4097612604
1789189051,140651521,2162218350
1134428203,2948538214,1092909296
209860149,3119468948,2954757076
3787868592,431763469,95504067
3729069778,791189085,698485552
3446138642,3836961153,2232543782
215593376,4237887654,901727833
3904765056,2287984722,117980591
4241914351,2895700800,4274408673
4103287991,2013104149,3671068975
3835334147,2700892994,125380708
3845986162,4106372051,2206754877
1589218510,496438075,2243495686
2488048326,3638812887,1731085768
118900323,2234930986,4184223879
3905079671,4093771175,492435901
2552018175,3412686346,3907417515
3263755136,1494488117,900214161
2870631135,311018784,2054686481
108900827,427666545,675630292
1791798440,2926291353,2358512126
1865165877,2181573806,902568114
3295931081,1538179810,2308910526
4017943948,2499055034,1469169927
3498509010,585826053,1991263920
625601637,190495873,2874428053
1916584529,593553435,1078014374
3508929364,1152523123,1431761370
3422910048,2578920442,829955009
2471078478,4053913437,1107578133
2932347234,1990979351,2300481354
820575035,2291119803,3146425365
355047203,2114744294,825836980
2353926256,29233589,3371754985
3205861244,2143546892,309165121
1745181638,3426472336,2612588047
1608400436,3421218206,158744186
3701757518,1024396558,2058669784
3932841440,1763567186,1282184334
3449100763,21772865,983735856
3599708913,3780889720,2388252974
1260479668,1301771476,662572829
819815089,2192426078,2536188992
1916821042,12485429,4125719477
2442198414,2352058485,2134213857
3476193126,44095731,916859588
2635317493,4121839537,754015738
1062691626,3526879460,1067402653
3002576785,2842533440,756373794
1211895150,3687975125,589899628
1834287552,3028255560,3714407264
1552325074,369690673,2316671679
3378124603,978536556,398412041
1190270301,774966225,1727691664
3674346571,594834107,58495348
4179353466,1411027129,1323146167
2869417088,453652835,3262858807
2980565122,1181545755,3558386736
1892347936,4218801711,482827621
4070170584,3356571804,1127570302
1584253292,2864922950,3237668274
2178115632,24789343,1007416099
4019308904,4209337262,4191031192
3780297154,4125234463,2449541774
110904241,3373021820,3056145961
4145933107,3472735607,2891073026
2938964044,1784916483,3569895856
1614530016,3804887873,648786716
878076131,79181673,77630566
1419077935,2426344306,2512792655
2351617704,3452909518,3590261593
2340521144,4242903525,2126152150
2102478507,100498765,3688003324
4132114288,3456705066,4060168987
2482377,4133595605,719641304
998159200,2390001572,3969553114
2601227119,1077930629,3801901756
3872812340,1947998411,3892689637
2292608842,4025518942,702723014
909452911,2681023755,679629656
2254116660,2000353572,599717006
941715553,4089849393,782768762
2985812696,517840017,3617617203
673324226,213239076,4031345008
954919670,2734988297,2884493349
3598721979,2299569133,4103627152
1790395623,3407136177,1003923864
4285030649,100036640,4137493980
3386897893,3388899982,1974522671
859519803,2236317057,1616830400
4082404541,2309033612,3933126516
1223887640,3459707720,3218042060
4157886582,3045181719,3516411165
3857520583,3737259729,3522052048
3592058372,3426859110,630661409
157475422,1103336629,513139489
1726074111,2731524135,3785848368
3213402281,3231307641,3517425524
4052535431,4120718309,400871909
2822611229,3205851379,403092546
1444154135,1743536303,3576088313
4108491110,2748464093,1180091732
2246474568,1149088894,1126466522
761621550,1177982767,2554430573
2201103075,1939612315,424729581
314034201,734582882,1963144534
3733061356,4015751847,1060034555
4233008047,1926565641,2476425928
1781517598,1586443645,1965707920
2039359087,2490379071,3160493302
3952959033,2006718763,3316892716
2180095970,2212373727,2790663118
177532046,2297820121,2714891580
2917610181,286870585,269263535
673395595,3165647230,108481304
3783755418,75675888,1571860938
2070447487,688656464,107361245
77705993,3896385620,2364455846
1045517268,2126020802,540611336
3489891232,3859473573,291495363
2405085314,1793693010,767805483
2501316670,1141506603,2396073046
4010724192,495951489,1456579152
1304862328,2696866030,851173889
3093453803,4294882139,831596615
2237888814,3357627881,204309474
1939311685,2647803070,1458103660
3845119577,1538708586,3782737559
3627992044,2740833271,1959727659
3895533275,1308192585,772380269
2606158756,1793591182,4085772935
2519547453,1157627168,2204412769
1866144746,1403149526,905380983
1450267064,1328794267,1790539312
3892577101,1329162784,4066120312
2836275606,1811583843,4179287218
3771887418,63941877,1483440285
1743387954,3522717895,2994880584
1265584208,578192444,757075660
891490716,954258960,1652263716
2725200449,3718768425,3839920118
1976663257,537766116,3023974487
1378836170,108713206,1948393539
3279602657,2170549932,494410491
1239232954,1456019671,1622447874
1535465262,2948758325,3605485526
263010896,4239770951,1212594694
784340393,1387798023,3765160470
2028276685,1965705547,1013439396
1912928556,3873304427,2653802382
890523966,386534886,1378867390
2576978901,2460481766,2742401481
3376499398,90013759,835803752
221558352,1927732747,1007014906
3573125666,331490030,1654746942
1980880738,735417668,4238930614
2302769290,1785601851,335156564
2416464411,2419490385,266169150
269285456,397681464,2807700969
3124940960,2060657814,1851567417
2366529109,3236527481,1325157109
2991451653,604161511,3665967415
582245058,949374422,3772932665
448251424,3169995234,29697228
1071615591,2120796791,2921715562
455787153,1600988800,3223011260
715979110,3601104034,1356218610
546229767,1570817040,2944222115
287792831,186018174,812383063
1649410573,3795287834,501729262
2055180986,1233269497,1111471517
1016194067,43342858,3583347379
561540507,2051270870,3668874232
